bedrooms,bathrooms,area_sqft,balconies,floor,location_rating,age_years,furnishing,parking_spaces,distance_to_city_center_km,rent_price
5,1,1053,0,4,1,11,1,0,19.572490040124993,59.125056644430586
5,3,1542,2,18,3,16,1,1,2.045601265645292,81.80529833671383
4,2,1516,0,14,4,0,1,0,20.71777486737683,79.8888527166196
3,1,2968,0,9,1,10,0,2,7.939547414128658,81.8497764150701
1,1,2008,1,3,3,22,0,2,21.189540151348908,63.45128983709971
1,3,937,1,3,5,24,0,2,12.812126427389884,50.07537267799541
4,3,1856,1,11,4,14,0,2,15.198182760528624,89.5793996123306
4,2,2297,2,5,3,8,1,0,3.4328938310871013,88.89286868920259
3,1,2592,1,4,5,6,0,0,10.102935303995972,86.06809254086252
3,3,1491,2,12,5,10,0,1,24.301461624111806,69.23252390838704
5,3,1099,0,12,3,26,0,1,23.221371230297795,69.75292177949225
2,3,2301,2,4,3,28,1,1,24.860831951180334,93.15988943754793
3,2,2578,1,3,4,17,0,1,13.245175341015617,86.83329209812526
4,3,1132,2,2,1,26,1,1,20.638581716489497,67.75856330923943
3,2,1704,2,4,5,22,1,1,11.921177065979673,77.17110252689503
1,2,2212,1,4,1,28,1,2,23.59363107833081,53.895249482401205
2,1,2075,1,7,1,27,0,0,24.663772014209265,66.68695184802772
5,1,912,0,2,5,24,0,1,22.06702877724719,64.84289630001949
1,2,400,2,11,3,6,0,0,15.907918349166504,42.977326874378505
1,1,2365,0,5,5,17,0,2,24.734894458819504,71.94222678869123
2,1,831,0,13,1,14,1,0,24.609825260327874,38.7253573472634
5,3,2838,2,4,4,15,0,2,12.401897611460594,105.68491216709472
4,1,1689,0,9,5,14,0,0,8.290513923879697,76.31768381478965
5,2,798,2,7,4,22,0,2,5.498097871324288,60.07543803532143
3,1,1207,0,13,3,29,1,2,17.248297993845778,55.95087466523876
1,3,1679,0,10,3,3,1,2,1.8351436068824976,61.869461743466374
3,2,2842,2,7,4,23,1,2,19.331867882451924,98.02708881734404
4,1,1351,1,18,4,2,1,1,2.231690455665425,73.64102480022646
3,2,2621,2,18,5,27,0,1,7.368926636777576,92.09837217522862
5,1,1468,1,2,3,13,1,2,12.951934898169668,74.24816663474986
3,3,1254,2,1,4,20,1,0,3.338390350925456,69.56100837670968
4,1,2986,2,13,2,2,0,0,1.8711440634197576,84.63352207184806
4,2,1144,1,2,5,22,0,1,12.515256582031839,68.08184768433476
4,2,2497,1,4,5,15,0,0,22.28214967056958,89.89695498836879
5,2,642,2,9,2,14,1,2,10.799546209652794,58.86871479753942
4,1,1563,2,8,3,18,1,2,5.80670426045448,76.44336192822078
1,1,2019,2,18,4,9,0,0,10.80041634727969,60.29180486316978
4,1,675,1,16,4,20,1,1,18.343227437325062,50.70743501700365
3,3,407,2,4,3,16,0,1,1.9927033256026299,47.27948185122012
3,3,1114,1,4,2,3,0,0,1.737890773454926,58.150933669739594
3,3,2358,0,18,2,21,1,1,12.106767053828452,81.69855304823314
5,2,2480,1,2,2,17,0,0,17.24066161729116,84.18488697245695
3,2,1209,0,11,5,21,0,0,15.730171996321836,64.23124325405392
5,2,1872,2,4,4,9,1,1,16.307710552397257,93.94989535400069
5,2,1327,2,14,1,22,1,0,4.977230132685253,71.91738903150518
4,2,1261,1,17,5,15,1,1,13.929647391380792,71.69581280243635
1,1,436,0,8,5,23,1,2,10.070145642909349,45.84080806799819
4,2,2481,2,1,4,2,0,2,3.651888869612314,87.50908886340162
4,1,854,2,19,3,11,1,1,4.073503909843062,62.09817415990191
5,3,843,0,19,4,25,1,0,16.488241957850008,78.13077309552497
5,3,611,2,7,3,26,0,2,23.973295293977234,61.73010077443139
3,3,2129,2,1,4,18,0,0,3.551193913391094,77.88093152678361
3,3,1381,1,1,5,20,0,2,12.877370394301543,75.79521797320943
4,3,2808,2,10,2,2,0,1,6.950234265601915,103.90190152369377
2,2,2751,0,13,5,8,1,0,7.758597551653102,100.07449549277396
2,2,695,2,5,5,6,1,1,6.3869023999592915,47.70712996441959
3,2,551,1,12,1,15,1,0,14.096595521301168,37.01272641891926
2,3,2369,2,3,5,20,0,2,2.3611114478670103,86.61698853715389
3,3,1619,0,19,5,20,0,1,18.81993737889187,68.51091617836329
5,1,999,2,4,5,0,0,2,15.561518883415012,65.05599277516232
4,2,1722,0,15,1,24,0,0,10.23594355631573,65.37270663833584
1,3,1952,1,13,3,29,0,0,6.228406521278397,61.077407496972654
4,3,1911,2,11,1,14,1,1,13.871663710366825,83.73992945728693
3,3,2658,2,2,2,1,1,2,23.92366639044114,87.5416709654037
3,1,631,1,9,3,15,0,1,17.994547441861442,44.386191114265486
4,3,766,0,12,1,6,0,2,7.704535307137992,49.69856113749821
3,1,880,0,4,2,13,1,2,18.830028159946206,48.84346905795984
2,1,971,2,19,2,22,1,0,13.096981677650472,44.93305908210156
2,2,1602,0,10,4,1,1,0,2.1524233397272265,67.67188252947912
3,3,1907,0,11,4,23,0,1,15.820866657397602,85.0350059136866
3,1,2012,2,7,5,29,0,0,6.613471602868795,63.73250044729903
2,3,1970,0,13,3,23,0,0,10.831812676302965,77.4217697934487
3,2,1329,0,9,1,24,1,1,12.48322227895282,48.415605505964045
3,2,1439,2,12,5,17,1,1,20.183389093131435,78.36184393339643
4,1,2913,2,2,3,0,1,1,14.92164215593813,96.69940421975112
1,2,1825,0,1,4,15,0,2,9.162313954724642,64.21488587137586
2,2,2741,2,7,1,8,1,2,16.773966357347597,81.02784616863212
4,2,570,0,1,2,29,0,2,5.6102819051999715,45.02720453129333
1,3,1455,0,16,2,2,0,1,20.74702493479393,52.548728759966835
3,3,2710,0,4,5,25,0,0,5.834326975988632,97.2768342177043
3,1,1638,0,8,5,12,0,2,14.404763887601712,63.10475437753897
4,1,2406,2,17,1,28,1,0,5.923075453401828,74.78190440223133
3,2,588,2,19,2,1,0,2,8.813512647504425,27.536677199537245
5,2,1185,1,4,5,25,1,0,11.139723247830553,77.53279690613333
4,1,982,2,4,2,17,0,2,9.818068895396248,61.704544126296085
1,2,2231,1,8,4,1,1,0,23.41279711390277,67.23964204686122
4,1,999,0,10,5,7,1,2,6.363777915788878,73.42097757110072
2,3,1245,2,16,3,2,0,2,5.3235960638091315,57.128452881341
4,2,2429,0,19,5,16,0,2,13.420872180805365,91.44545889963807
3,2,1605,1,1,4,23,0,1,23.773983832560123,70.61312901640778
3,2,2789,2,5,1,1,1,2,13.0798913544871,86.41647000453843
5,3,1353,2,2,2,5,1,0,24.024987448273443,72.72674506775478
5,3,2469,2,16,1,7,0,0,5.56852969113735,81.70533005283016
5,2,1497,2,13,5,25,0,2,1.246153113166116,77.92357535057292
1,1,2025,0,6,3,24,1,0,8.270684912709843,63.54742592729879
5,3,2270,2,4,1,16,0,2,16.316764321264557,83.66390448030417
1,2,565,1,7,3,24,0,0,15.209200237374187,37.983714304447496
5,2,2424,2,2,5,23,0,2,6.801387154798843,94.82428533811056
1,3,633,1,10,3,5,0,2,16.87777963273288,42.78014345765644
4,1,1798,1,14,3,11,1,0,20.925935618028866,68.54188910110702
4,2,1856,0,8,4,20,1,2,17.492712874287005,88.03907834486475
3,1,1040,2,3,1,15,0,0,18.46858131731375,49.271431110774216
1,1,1757,1,3,5,5,0,2,8.382562883466772,59.43045433885902
2,3,2227,2,2,4,1,1,0,13.700999444984232,84.73739535018409
3,2,1006,0,17,3,26,0,1,2.0249275282040253,56.003000215512145
4,2,939,0,19,4,2,0,2,9.617952129063557,61.64330363284527
1,1,1867,2,10,4,8,1,2,20.57734604195047,61.91339385858795
5,3,2765,1,12,3,18,1,2,19.96263018680134,107.97504869865496
2,3,742,0,11,5,28,1,1,23.579200951279326,69.24785991269233
4,3,1036,1,9,2,9,1,2,24.250317338137602,62.04412834054941
3,1,478,1,13,4,22,1,1,24.344140412181314,49.376430650159854
1,1,2896,2,6,1,26,1,1,4.777151250296989,78.41641031920307
2,2,2729,0,14,3,28,1,1,3.895206270679097,88.01873463284102
1,3,2504,2,11,2,12,0,0,22.001974507279826,79.16974003308182
5,1,590,2,5,4,19,0,0,10.195300286279302,61.24942164773263
3,3,1043,2,2,3,27,1,2,9.572400807064458,70.53536983608682
1,1,1886,1,7,3,26,0,1,13.808133865216236,59.96718173659934
4,2,2489,2,17,4,12,1,2,11.833898915741639,102.75146139012237
3,3,1909,0,6,1,24,1,0,6.352971885381546,69.03399919501531
4,1,2949,1,14,3,27,1,2,21.27069815428777,89.56088008740358
1,3,1616,2,4,3,28,0,1,22.82226480453409,45.091407433025516
3,1,1189,0,3,4,19,1,1,18.940152816182856,58.13929063042309
4,1,1141,2,11,2,25,1,1,2.153730824995635,67.04775376448524
5,1,2612,2,1,3,14,0,1,3.8299967328684827,91.60128253931165
5,3,489,2,14,3,12,1,2,9.304266400547448,57.67067327892854
1,1,2114,1,6,4,12,0,1,14.361046179746381,75.4095852425572
3,2,1386,2,17,3,29,0,0,15.628350138515223,55.48110654054357
2,3,1047,0,17,4,25,1,1,3.3998860077938584,56.55619257264537
3,2,1218,2,11,1,5,1,0,24.045790099474495,53.221225958468
5,2,642,2,7,4,27,0,2,13.709689260875248,62.04555303976388
4,3,2299,1,13,2,17,1,2,11.361929572937502,83.71145513580593
2,1,618,2,8,3,6,1,2,5.5868281504162125,43.91381866979191
1,2,408,0,8,1,2,1,2,23.82024360795439,24.34882718196319
2,3,829,0,9,3,0,0,0,11.737500033699991,50.138131404357125
1,1,412,2,7,3,11,1,0,3.826851053032911,35.46402811976439
2,3,2198,0,9,4,22,1,1,15.744757593398763,81.23146045097926
1,3,1089,0,11,3,4,1,1,9.403658860042333,52.484037575445235
1,3,2182,2,2,1,10,0,2,20.391912855982667,53.27863908324446
2,1,1076,0,18,5,11,1,2,14.09117718473454,58.104929668049756
2,2,2631,0,3,3,22,0,0,3.53678087900727,79.01972867464386
1,2,1404,2,18,4,15,0,0,19.01453181836396,47.729159923078015
5,3,607,1,16,2,0,0,2,8.311998644096494,62.82811893252042
2,3,2975,1,8,3,20,0,2,10.797856135131758,91.21704953338572
3,1,1723,2,8,4,17,0,0,19.615462864163362,64.75659774001272
4,3,1402,1,6,3,0,0,0,3.5548765262465034,75.92457892619726
1,3,2902,1,2,5,21,0,0,24.46670046399822,80.42181011097152
1,3,2165,1,16,5,27,0,2,17.850071646365453,70.96371951525654
4,2,1953,1,9,1,4,0,0,5.622250226013643,68.1153250905237
5,3,2082,2,19,5,3,1,0,2.3950050385591375,89.8795139919491
4,2,2691,1,15,4,0,0,1,14.068852137063205,91.95633040337378
2,1,2385,1,2,5,14,0,0,10.102190840448225,66.55465732223973
4,1,1170,2,15,4,4,1,1,1.7081165259207598,59.41436433537231
1,2,637,2,11,3,6,1,1,15.621250051177647,42.124732809266035
4,2,2792,1,12,1,16,0,2,8.409961074116545,85.64025441341145
3,2,2757,0,15,1,19,1,2,8.727583228923796,88.06259579142439
2,2,1984,2,16,5,5,1,2,4.892123280104674,72.89570705204984
4,3,1707,2,6,2,12,0,2,4.369078179338742,70.48726678486062
1,2,2485,1,3,5,23,0,0,4.464208467739521,75.71061771285761
2,2,2219,0,6,2,22,0,0,22.265440044312655,59.02895996744725
1,2,431,2,3,5,14,0,0,13.79386937312378,40.091402676250674
5,3,691,2,13,4,6,0,1,12.266224925935578,69.61472773861004
3,3,691,2,12,4,23,0,2,17.90722628349953,58.555864820900126
5,3,2042,0,8,2,28,0,0,8.674425475847743,75.05602592239055
3,1,1805,2,2,1,6,0,0,20.733387066161253,62.259271097037555
4,3,977,2,7,2,12,0,2,5.7326931652623845,55.03717601729555
2,2,1561,0,17,3,3,1,1,20.263924687116237,73.31854779890112
4,3,1623,2,7,1,26,1,1,2.345134939711098,72.75383051744285
3,3,846,0,1,2,21,1,2,4.76414633354144,61.49298662671095
3,2,677,0,4,3,27,1,2,22.423708997096583,45.630595475512074
3,3,2979,0,15,3,17,1,0,3.6162009945048714,101.71420398954261
1,1,2224,1,4,5,7,0,1,6.893377380165037,81.54870854625099
2,3,1822,2,12,2,18,0,2,2.0247280079219827,57.54430104170245
4,1,1383,2,16,4,15,0,1,15.367948855584352,64.58529214321395
4,1,1972,2,18,5,19,0,1,8.865058506275648,82.12828354539143
5,1,458,0,14,1,17,1,0,16.20367765131696,44.9139203315075
3,2,858,1,14,4,15,0,0,3.058733473739803,48.18928799558327
3,3,503,0,11,3,15,0,2,10.482528917032974,52.479556057445734
3,1,1230,2,16,1,24,1,1,9.92025430945738,54.3011062032997
4,1,1188,0,15,5,1,0,0,13.883966927085151,72.12157431708147
5,3,2551,1,6,3,13,1,0,8.08079585081699,101.52780847671075
1,2,1141,2,13,3,28,0,1,24.634138855932683,46.58931302238875
2,2,1972,0,17,3,21,1,1,8.584731110721087,67.4062486501328
1,1,2748,1,4,4,18,1,1,17.71290949217229,86.80543912813457
4,2,954,0,12,5,27,0,1,9.791208240162923,57.85090937011821
3,3,1027,0,18,5,15,0,0,13.807215906292118,65.46187148995041
2,2,1507,2,8,4,21,0,0,6.440031566886335,58.76621178035498
4,3,2807,1,12,5,3,0,2,5.146988916428969,102.9613031094458
4,1,2534,0,4,3,12,0,1,24.337400991856974,84.19711797851622
4,3,827,1,8,3,7,1,2,13.982542468870784,63.911587479976355
2,1,2814,2,2,3,2,1,0,12.059476767427949,85.77033674320408
2,3,2790,2,4,5,23,1,1,16.39775963279318,92.28767545979893
5,3,2794,2,12,2,2,1,2,6.362863908894841,106.95608345652565
5,2,2226,1,10,1,29,0,2,20.727346402384264,77.91948272193571
1,3,2344,1,15,2,4,1,2,6.957661202123105,78.47641963241448
2,1,2543,0,9,4,10,0,0,14.020712497558499,79.7805115564647
2,3,2277,1,9,2,12,1,0,4.052330236504267,75.58979746321201
2,1,1559,2,7,2,1,0,2,14.789583755572963,45.136406213814126
5,1,1671,0,2,4,5,0,0,12.5909518848575,76.62350232286134
4,3,1283,1,7,2,6,0,0,7.735519706235503,63.4801839906277
3,2,885,2,9,1,23,0,2,8.38062175749532,44.478674476755025
5,3,1825,2,18,5,28,1,2,1.235475509269972,92.4442444275357
2,3,1003,0,12,4,3,1,1,1.6555990449763422,58.57428204344688
5,2,811,2,7,2,8,1,2,15.42058053115315,57.37471327887963
1,1,2394,1,19,3,17,1,1,18.241021153088568,72.46454481268759
2,3,2331,2,16,3,29,1,1,14.125645318723464,80.92902678589982
1,2,2895,0,8,4,13,1,2,2.9658693786989225,79.35638514182985
2,2,646,2,19,3,23,0,0,23.580885030635162,40.11675164722688
5,1,2868,2,6,1,5,1,1,18.12237195127193,95.81695378820405
4,2,2571,1,2,2,19,0,1,6.696994445570942,94.7358240320113
3,1,2022,1,2,1,1,0,1,17.11569814194464,57.821252400492334
1,3,2460,1,8,1,3,0,0,3.674984790073511,69.05657862059316
5,2,1199,1,10,5,14,1,0,19.705323514654474,83.29559610026811
4,3,1344,2,11,2,2,0,1,12.542180785129139,65.93455561889512
5,2,2647,1,3,4,28,1,0,10.824843046332585,107.4767593360053
1,2,1665,2,16,3,3,1,1,1.2195115738009168,62.38395589285846
3,3,1662,1,3,5,3,1,1,16.65942027185117,81.44203884989517
5,2,2750,1,8,1,14,0,0,20.896029989165974,90.98370976165764
2,3,1588,1,19,3,10,0,2,7.919130522864702,64.54049151776276
4,3,575,2,12,2,22,1,1,1.282448138075031,60.42126855613488
5,1,1452,1,18,1,16,1,1,19.607597223640862,74.8813103509066
4,3,2982,2,13,1,14,0,1,16.255950612179703,87.32398832860477
2,1,1717,1,11,2,24,1,1,19.64532893357383,55.998654577558106
3,3,876,1,13,4,20,1,1,13.91959850371706,68.83842483745998
3,2,2830,0,3,5,2,0,0,12.062685455977562,99.49719422086962
2,3,2115,1,6,2,22,1,0,6.264622399397486,76.81387493119487
4,2,2074,2,3,3,22,1,1,2.8921149597728233,85.13497829875243
5,1,733,0,1,3,23,1,0,12.314695135645078,61.1676101626983
2,2,1671,2,14,1,9,1,2,21.841543155860993,62.582812747571644
1,3,1664,2,7,5,3,1,2,2.4243154101507924,68.44791331438391
4,2,1330,0,9,4,12,1,0,24.738278669786112,65.6378491195437
3,1,1084,1,1,4,24,1,0,23.72780297364684,54.79420597579451
2,2,960,0,10,3,1,0,1,16.377715616849954,45.548425505950945
3,2,522,2,13,4,5,0,1,22.94105902917017,45.4593551316993
4,3,1458,1,12,3,18,1,2,14.28467024792678,73.11368153612494
3,3,1239,0,4,5,23,0,0,10.710018034981445,76.16436645862575
2,2,815,2,7,1,7,1,0,14.720571373241992,38.88928717558501
4,1,1107,1,10,3,5,1,2,22.03734210994385,56.50302366872159
1,2,746,2,7,5,19,0,2,23.980499127477742,42.08808634246545
2,1,2484,1,15,3,13,0,0,21.114097525307308,67.67991884711476
5,1,2123,1,19,2,7,1,2,5.3123607491528855,90.05619462802186
2,1,2959,0,7,3,5,0,0,15.201698110901884,82.06280131578015
4,2,1248,1,14,5,11,0,2,11.674131529751797,77.81201317320367
2,1,934,2,14,4,8,0,2,12.550351887700684,52.09526457178798
1,2,2129,1,18,3,29,1,2,11.277722178852013,69.22459958303652
1,1,2301,2,10,1,6,1,1,2.621370051254387,60.36579761749267
5,1,1063,1,3,5,24,0,1,21.301641545256743,67.16088189283909
3,2,1441,1,6,4,12,1,1,24.480804357491458,76.50998231180796
4,3,426,0,9,5,29,1,2,6.033580654439929,56.09682299655775
4,3,2983,1,14,3,15,0,1,15.926934447611231,90.85552695935962
3,2,1452,1,8,2,7,1,2,13.877673602257907,61.826562570352365
1,2,2074,2,1,2,13,0,1,22.515883602220057,56.6063616046503
1,3,2058,2,3,1,15,0,0,17.89844231041736,66.09241797147219
2,3,1039,2,6,1,19,0,2,18.99188490679057,40.51534119646416
5,3,2141,1,1,4,27,1,1,23.84570093156716,100.22760129220963
5,2,441,2,18,2,5,1,1,16.923438193520617,50.66576398289357
5,1,2114,2,10,3,29,1,2,11.8853821288691,82.37732029789402
2,2,2660,1,17,5,22,1,2,2.245745700867343,94.54094710434346
5,3,2386,2,1,5,3,1,2,22.752740737732484,99.37623208589325
3,1,1101,0,8,2,3,0,2,15.153456701200307,52.9417420107019
2,2,1854,0,12,2,25,0,2,17.375593115747257,62.38809540565508
3,3,2527,2,19,5,2,1,2,13.127128933493804,94.35145101468044
2,2,1651,2,14,4,9,1,2,10.44695740443473,79.70396966519594
5,1,2871,2,19,5,5,1,0,13.093299140472961,115.48873568453578
3,3,2396,1,17,1,26,0,1,2.1640948587041047,68.38850920339075
3,2,1318,0,16,3,17,1,0,20.149897597737993,62.52780043974192
3,1,2963,0,19,2,12,1,2,4.791295589692797,88.07078397131373
2,1,564,2,5,2,10,1,0,8.983894904587668,33.369681648639784
4,2,1849,2,19,4,3,1,2,3.08787153555427,89.04181146907109
5,1,1465,1,4,1,7,0,1,20.678712344311606,57.03979596930071
3,3,2220,1,5,5,2,1,1,5.040250804449947,91.30394993976354
4,1,2863,0,5,1,11,1,1,10.574066362072386,88.96081079100279
5,2,735,1,1,1,12,1,0,10.97145908041267,45.097193626797626
5,3,2324,0,18,4,23,0,1,8.594230350895204,99.57247842680563
3,1,1280,2,15,4,22,1,2,21.643008215109056,70.60671922581645
3,1,1853,2,19,5,29,0,1,19.522762717531098,67.09605837708457
2,3,1371,0,14,5,22,1,0,18.848266205011146,72.7790044265611
4,3,429,2,6,3,10,1,1,6.402808838053893,56.41035274507072
4,1,1940,1,18,1,8,1,1,5.548474560580544,75.53699727061081
3,3,974,2,8,5,3,1,0,6.918257246138131,75.10353998309579
5,2,620,2,5,4,10,1,0,10.267894077303215,62.9280580467752
3,1,1226,0,8,3,7,0,0,12.49015805078606,45.972769601566874
5,2,2413,1,6,3,17,1,2,7.004165561578902,107.57518047426304
5,1,1917,1,10,4,2,0,1,11.986289630506215,79.10939701519264
3,2,1153,2,3,5,3,1,2,5.425155738138318,62.13749441856903
1,2,1676,2,13,4,24,1,2,7.4548304144353095,62.66069782054413
4,3,1987,1,7,5,16,1,0,7.257829273367458,92.07881375439234
5,1,1420,1,4,4,15,1,2,18.450859355615524,69.89506579001677
5,3,1888,0,13,4,6,1,1,12.003885228701245,88.28715636021437
1,3,2361,2,6,2,1,1,0,15.765206283294773,81.1992593422941
2,1,2262,2,16,5,4,0,2,17.06335590419543,75.67383367086285
1,2,2939,1,1,1,0,1,1,2.644339377022437,84.61446769812083
1,1,837,0,13,2,21,1,1,20.07612365086928,40.783163567097844
5,1,878,1,2,2,12,0,1,7.815327841665646,47.26370555253391
4,1,1182,2,19,2,11,1,2,13.234060168066453,59.50308306900798
1,3,1407,2,6,2,18,1,0,9.121286572159399,64.01987031103184
2,1,471,2,11,1,28,1,0,19.566125890809534,32.728825975207926
3,1,981,2,17,2,21,0,1,6.478153199589746,49.055124039046014
1,1,619,0,9,1,7,0,0,24.130363630153212,27.311878081754262
1,2,1427,2,5,1,7,1,0,10.602950699112903,46.133523939346084
2,2,689,1,5,2,11,1,0,18.079233485505,49.32289846123314
4,2,779,0,16,3,3,1,0,16.394746444631668,65.56181437875861
1,2,1778,0,4,1,6,1,2,18.82209012189368,57.94277331115648
1,3,2358,2,13,2,27,0,0,14.225664463707389,75.36273018400374
4,3,2527,0,17,4,15,1,0,10.211076402106801,101.05270316948183
2,1,465,2,9,4,21,0,2,5.310240155469313,35.5303019179386
1,3,2583,0,13,5,17,0,0,13.466625024137631,82.09088454020198
4,2,798,0,16,1,5,0,0,2.460573426859744,41.951185615236206
1,1,746,1,10,1,17,0,0,2.411786345468159,23.521048082161972
3,1,2384,1,10,4,28,0,1,15.721405439687725,73.25402325534196
5,2,2506,1,16,1,3,1,2,12.531746602260512,98.19502986757409
3,2,1177,0,1,1,20,1,0,13.146515542593,55.726095580901905
1,2,2966,1,11,4,8,1,2,8.64865459364761,96.35553834858634
2,3,2303,1,13,2,12,1,2,19.973577711053014,69.58670284030757
5,1,478,1,18,4,18,0,0,5.828437494125342,45.26594713422483
3,2,1981,0,5,3,11,1,2,15.067103819313196,75.14863668516102
4,1,2178,2,4,4,15,1,1,21.6514746123024,90.07539288356804
2,1,2562,1,6,4,4,1,2,21.017708397201034,84.17716589286198
3,3,1385,0,15,2,1,0,0,1.6870722061555803,60.68178447840496
4,1,1885,0,2,4,2,1,0,7.6956683514155495,71.4109722730858
1,2,2049,2,4,4,12,1,1,18.15359500048916,75.94103527182553
4,2,2573,1,14,2,20,1,0,18.777877592062016,91.32985179220157
3,1,2025,0,4,4,6,0,1,12.585886314401176,80.9820778821024
3,1,1364,0,18,2,12,0,2,5.859474120751418,40.95831840353995
1,3,2947,0,16,3,15,1,2,7.696010993813937,90.2942202824927
4,2,1228,2,9,2,21,1,2,20.222977352642182,58.96648563782684
4,2,1597,1,8,1,13,1,0,5.611846052397783,63.13537397226385
1,1,2899,0,11,1,29,0,0,23.615514316290888,66.68068872361309
4,1,2118,0,14,2,17,1,1,13.02084306480305,86.18153831158916
1,1,2832,0,17,4,12,0,2,7.802090101564862,77.89043082287583
2,2,1628,0,13,5,13,1,1,10.350753526848113,70.1664190446636
3,1,2810,1,8,5,8,0,1,7.156301470333283,88.94300145922799
2,3,2240,1,14,3,7,1,0,10.224038839978626,83.48496774575133
5,3,897,0,11,3,24,0,2,4.1391103773568885,61.533826863980295
5,1,936,0,9,5,24,0,1,20.75588483258087,64.176736969623
5,3,2463,0,8,5,4,0,2,24.127758168794898,102.33958983503322
1,3,1564,2,14,2,26,1,0,16.81935140493547,59.76467280715254
4,3,2371,2,15,5,22,0,2,20.405941360546926,96.37105032487173
2,3,699,2,1,1,6,1,1,6.473905612915739,41.171898729354766
2,3,2786,0,12,3,15,1,1,2.5060918611833234,91.65839482128982
2,2,702,2,5,3,9,0,2,16.050691291154934,34.350479959761394
2,1,991,1,14,1,24,0,2,20.62189511515742,27.985767184402413
5,3,475,2,16,3,24,0,2,21.024227279721497,62.1038559203857
2,1,1313,0,19,5,21,1,1,13.78632386888372,65.01268608877145
4,3,1179,1,16,3,2,1,1,15.930417310473803,77.26993640787086
5,2,1320,0,7,1,23,0,1,9.838035834380907,67.17226958307154
2,2,1923,1,3,3,16,1,2,20.936055015950046,67.88707422586566
1,3,2149,2,8,5,9,0,1,17.742534082981184,64.21232215271976
3,3,2435,2,14,2,10,0,2,5.460905788941265,77.95591305205939
3,3,2813,1,3,5,19,1,1,7.706522200665138,106.5364711282293
3,2,1405,1,11,3,9,0,1,4.644546184853775,60.532139178608766
5,2,2101,0,14,4,17,0,2,13.137372669375786,87.222930563543
2,1,2843,1,2,3,20,1,0,5.853729064470536,83.94577886440108
5,2,1203,0,4,3,27,1,1,4.810432608603328,66.17900304441153
4,3,1451,1,5,1,27,0,0,4.850404943412985,72.21109893402469
1,1,1271,1,19,4,22,1,1,7.380916039993796,55.475250259705405
1,2,514,2,10,1,26,0,1,20.41670170024159,28.874921508125688
3,2,772,2,2,1,0,1,1,23.51899108415155,39.83124757209097
3,3,1249,0,3,5,3,0,2,24.900607829060803,66.05555800943007
3,1,2537,0,15,2,2,1,1,1.9667445435047854,84.56139143005811
2,2,1156,0,19,3,19,1,0,14.653753041166048,65.92355332998551
4,2,1721,1,2,4,5,1,1,7.394657009728861,85.87572531672132
4,3,430,1,3,3,25,0,1,24.73381171136806,47.9092903309153
4,1,2252,0,12,1,5,1,1,24.6238832574413,81.5037402041379
4,1,2805,1,14,2,27,0,2,23.41855654424708,87.96344422622448
3,1,2917,2,17,1,16,0,2,1.341379208337817,84.34634906650898
1,1,2205,1,16,3,18,0,0,4.708512975324212,60.53518590285855
3,3,2717,2,17,5,16,0,2,14.258813786394242,97.12273222782409
4,2,1836,0,9,3,28,1,1,5.4949198745085654,75.49983788524362
3,2,2656,1,3,1,16,0,2,21.51644180110077,77.53515070681655
4,1,1089,0,14,4,16,1,2,17.793702808421095,69.81485700467809
5,1,1614,2,3,4,2,0,1,5.417985419295938,74.3804531858278
1,1,856,0,6,4,13,1,1,20.64187172683797,37.08010526349058
5,2,848,2,19,4,1,1,2,12.958571890706915,65.65062525819297
2,2,467,2,13,4,29,0,1,18.033081080272343,42.61921431969685
3,1,2262,0,5,2,27,1,2,4.355889058314586,67.48544896908054
2,3,2202,2,1,2,3,0,2,13.428463761171328,75.79703104243923
3,2,2205,0,12,5,22,1,1,19.632113380160405,93.3940551236574
5,2,1273,0,15,4,26,0,0,9.294094013596114,72.03175957116251
4,1,866,0,19,1,26,0,2,5.483765280006552,41.27133635731911
4,3,527,2,2,1,29,0,0,16.347231679704258,37.4079662094569
3,1,2199,2,3,3,17,1,0,16.45769900963196,72.70213593549721
4,1,1132,1,7,4,1,1,2,5.904342718140854,72.51990203998803
5,3,1667,0,11,1,28,1,2,2.6644010472941986,78.62621780657041
4,3,2328,0,10,5,27,1,1,4.994827693479531,105.7615006035404
5,3,1442,0,8,1,11,0,1,7.612655101266156,67.23278453276109
2,2,1819,0,2,5,14,1,0,1.8706748801365487,71.82829257606018
5,1,767,0,14,4,12,1,0,23.145558223291165,62.113260840698175
1,2,2505,0,13,3,10,1,2,6.532078248347482,84.38050570141395
1,3,2495,0,7,3,6,1,2,18.734061039714963,84.81563139822806
1,2,1211,1,9,2,27,0,1,10.951780292814515,37.90979889254038
3,3,458,1,7,4,8,1,2,13.047611753135092,50.64319643132927
3,3,560,0,1,1,26,1,2,13.886626647160135,40.32826139837961
3,1,502,0,1,3,14,0,0,19.547099277686748,44.57691922478743
5,1,1245,1,6,5,2,1,2,19.909913038688558,75.83748941118213
3,1,811,1,1,5,9,0,0,4.390550542306042,51.64578473104228
2,2,1185,0,16,1,7,1,0,8.280242549583317,52.855783004622104
1,1,582,0,3,1,5,1,1,14.75293161028864,29.464084129772907
5,3,2864,1,13,4,28,1,1,8.92974581652112,108.74801568804122
1,1,2446,1,4,1,13,0,0,4.1871832989544115,51.00265810952187
3,2,2846,0,17,1,5,0,2,10.802421709552036,83.8049921202212
